1011265,occ,,,12855,Stephanodus minimus,species,100374,species not entered,Stephanodus,,genus,100374,Maastrichtian,,72.1,66,Gayet et al.,2001,39674,Chordata,Actinopteri,Tetraodontiformes,Trigonodontoidae,Stephanodus,,,,,-65.449997,-17.855556,Pajcha Pata,,Pajchapata,BO,Cochabamba,,based on nearby landmark,seconds,outcrop,"About 40 km SE of Cochabamba, 1 km NE of Pajcha Pata, midway along Cliza-Anzaldo Road",gp_mid,-46.94,-18.88,201,BO,,El Molino,,,member,,,,,,,,"The fossils described in this paper occur about 30 m above the base of the El Molino Formation. This is in the base of the upper part of the Lower Member of the El Molino Formation\r\n\r\nBased on a detailed study of the magnetostratigraphy of the El Molino Formation at the La Palca stratotype section near Potos, and applying sequence stratigraphic methods for correlating with the Pajcha Pata section, the fossil bed is 68.4 Ma (Sempere et al., 1997, following the time scale of [Cande and Kent, 1992] and [Cande and Kent, 1995]).","The fossiliferous unit is about 3-m thick, and consists of red to yellow, fine- to medium-grained sandstone.The bed represents a broad channel that can be followed for about 2 km to the northeast of Pajcha Pata.",sandstone,"fine,medium,red,yellow",,,Y,,,,,,estuary/bay,,The bed was deposited during a sharp and short regressive phase of the dominantly marine-influenced Lower El Molino at a time when deposition rates for the El Molino were highest. The channel sands derive from a large northeasterly draining river system,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,"bulk,surface (float),sieve,field collection",,some macrofossils,,,"Marshall, Gayet and Meunier","1989, 1994","Museo de Historia Natural de Cochabamba, Cochabamba, Bolivia (MHNC) collection","The fossil remains found at Pajcha Pata are mostly vertebrates. Nevertheless, a small number of invertebrates and plants have been recovered. They are generally very small and poorly preserved. There are gastropods (internal casts that seem identical to those found at Vila Vila21 and Tiupampa28), and Bryozoa. The flora is composed of charophytes. Some fish taxa (Gasteroclupea, Atherinomorpha), already reported at Pajcha Pata ( [Gayet, 1991] and [Gayet et al., 1991]) do not come from the main level but are from the area that includes this locality discussed in this paper. Consequently, they are not discussed in this present work.",,,actively mobile,nektonic,,carnivore,,,hydroxyapatite,,,,vertebrate,"M. Gayet, L. G. Marshall, and T. Sempere, F. J. Meunier, H. Capetta, J. -C. Rage. 2001. Middle Maastrichtian vertebrates (fishes, amphibians, dinosaurs and other reptiles, mammals) from Pajcha Pata (Bolivia). Biostratigraphic, palaeoecologic and palaeobiogeographic implications. Palaeogeography, Palaeoclimatology, Palaeoecology 169(1-2):39-68"
1011266,occ,,,12855,Pycnodontidae indet.,family,210644,,Pycnodontidae,,family,63115,Maastrichtian,,72.1,66,Gayet et al.,2001,39674,Chordata,Actinopteri,Pycnodontiformes,Pycnodontidae,,,,,,-65.449997,-17.855556,Pajcha Pata,,Pajchapata,BO,Cochabamba,,based on nearby landmark,seconds,outcrop,"About 40 km SE of Cochabamba, 1 km NE of Pajcha Pata, midway along Cliza-Anzaldo Road",gp_mid,-46.94,-18.88,201,BO,,El Molino,,,member,,,,,,,,"The fossils described in this paper occur about 30 m above the base of the El Molino Formation. This is in the base of the upper part of the Lower Member of the El Molino Formation\r\n\r\nBased on a detailed study of the magnetostratigraphy of the El Molino Formation at the La Palca stratotype section near Potos, and applying sequence stratigraphic methods for correlating with the Pajcha Pata section, the fossil bed is 68.4 Ma (Sempere et al., 1997, following the time scale of [Cande and Kent, 1992] and [Cande and Kent, 1995]).","The fossiliferous unit is about 3-m thick, and consists of red to yellow, fine- to medium-grained sandstone.The bed represents a broad channel that can be followed for about 2 km to the northeast of Pajcha Pata.",sandstone,"fine,medium,red,yellow",,,Y,,,,,,estuary/bay,,The bed was deposited during a sharp and short regressive phase of the dominantly marine-influenced Lower El Molino at a time when deposition rates for the El Molino were highest. The channel sands derive from a large northeasterly draining river system,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,"bulk,surface (float),sieve,field collection",,some macrofossils,,,"Marshall, Gayet and Meunier","1989, 1994","Museo de Historia Natural de Cochabamba, Cochabamba, Bolivia (MHNC) collection","The fossil remains found at Pajcha Pata are mostly vertebrates. Nevertheless, a small number of invertebrates and plants have been recovered. They are generally very small and poorly preserved. There are gastropods (internal casts that seem identical to those found at Vila Vila21 and Tiupampa28), and Bryozoa. The flora is composed of charophytes. Some fish taxa (Gasteroclupea, Atherinomorpha), already reported at Pajcha Pata ( [Gayet, 1991] and [Gayet et al., 1991]) do not come from the main level but are from the area that includes this locality discussed in this paper. Consequently, they are not discussed in this present work.",,,actively mobile,nektonic,,"durophage, carnivore",,,hydroxyapatite,,,,vertebrate,"M. Gayet, L. G. Marshall, and T. Sempere, F. J. Meunier, H. Capetta, J. -C. Rage. 2001. Middle Maastrichtian vertebrates (fishes, amphibians, dinosaurs and other reptiles, mammals) from Pajcha Pata (Bolivia). Biostratigraphic, palaeoecologic and palaeobiogeographic implications. Palaeogeography, Palaeoclimatology, Palaeoecology 169(1-2):39-68"
1011267,occ,,,12855,Heterotidinae indet.,subfamily,155234,,Heterotidinae,,subfamily,155234,Maastrichtian,,72.1,66,Gayet et al.,2001,39674,Chordata,Actinopteri,Osteoglossiformes,Osteoglossidae,,,,,,-65.449997,-17.855556,Pajcha Pata,,Pajchapata,BO,Cochabamba,,based on nearby landmark,seconds,outcrop,"About 40 km SE of Cochabamba, 1 km NE of Pajcha Pata, midway along Cliza-Anzaldo Road",gp_mid,-46.94,-18.88,201,BO,,El Molino,,,member,,,,,,,,"The fossils described in this paper occur about 30 m above the base of the El Molino Formation. This is in the base of the upper part of the Lower Member of the El Molino Formation\r\n\r\nBased on a detailed study of the magnetostratigraphy of the El Molino Formation at the La Palca stratotype section near Potos, and applying sequence stratigraphic methods for correlating with the Pajcha Pata section, the fossil bed is 68.4 Ma (Sempere et al., 1997, following the time scale of [Cande and Kent, 1992] and [Cande and Kent, 1995]).","The fossiliferous unit is about 3-m thick, and consists of red to yellow, fine- to medium-grained sandstone.The bed represents a broad channel that can be followed for about 2 km to the northeast of Pajcha Pata.",sandstone,"fine,medium,red,yellow",,,Y,,,,,,estuary/bay,,The bed was deposited during a sharp and short regressive phase of the dominantly marine-influenced Lower El Molino at a time when deposition rates for the El Molino were highest. The channel sands derive from a large northeasterly draining river system,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,"bulk,surface (float),sieve,field collection",,some macrofossils,,,"Marshall, Gayet and Meunier","1989, 1994","Museo de Historia Natural de Cochabamba, Cochabamba, Bolivia (MHNC) collection","The fossil remains found at Pajcha Pata are mostly vertebrates. Nevertheless, a small number of invertebrates and plants have been recovered. They are generally very small and poorly preserved. There are gastropods (internal casts that seem identical to those found at Vila Vila21 and Tiupampa28), and Bryozoa. The flora is composed of charophytes. Some fish taxa (Gasteroclupea, Atherinomorpha), already reported at Pajcha Pata ( [Gayet, 1991] and [Gayet et al., 1991]) do not come from the main level but are from the area that includes this locality discussed in this paper. Consequently, they are not discussed in this present work.",freshwater,,actively mobile,nektonic,,carnivore,,,hydroxyapatite,,,,vertebrate,"M. Gayet, L. G. Marshall, and T. Sempere, F. J. Meunier, H. Capetta, J. -C. Rage. 2001. Middle Maastrichtian vertebrates (fishes, amphibians, dinosaurs and other reptiles, mammals) from Pajcha Pata (Bolivia). Biostratigraphic, palaeoecologic and palaeobiogeographic implications. Palaeogeography, Palaeoclimatology, Palaeoecology 169(1-2):39-68"
1011269,occ,,,12855,Characoidei informal new genus,species,265770,species not entered,Characoidei,,suborder,265770,Maastrichtian,,72.1,66,Gayet et al.,2001,39674,Chordata,Actinopteri,Characiformes,,,,,,,-65.449997,-17.855556,Pajcha Pata,,Pajchapata,BO,Cochabamba,,based on nearby landmark,seconds,outcrop,"About 40 km SE of Cochabamba, 1 km NE of Pajcha Pata, midway along Cliza-Anzaldo Road",gp_mid,-46.94,-18.88,201,BO,,El Molino,,,member,,,,,,,,"The fossils described in this paper occur about 30 m above the base of the El Molino Formation. This is in the base of the upper part of the Lower Member of the El Molino Formation\r\n\r\nBased on a detailed study of the magnetostratigraphy of the El Molino Formation at the La Palca stratotype section near Potos, and applying sequence stratigraphic methods for correlating with the Pajcha Pata section, the fossil bed is 68.4 Ma (Sempere et al., 1997, following the time scale of [Cande and Kent, 1992] and [Cande and Kent, 1995]).","The fossiliferous unit is about 3-m thick, and consists of red to yellow, fine- to medium-grained sandstone.The bed represents a broad channel that can be followed for about 2 km to the northeast of Pajcha Pata.",sandstone,"fine,medium,red,yellow",,,Y,,,,,,estuary/bay,,The bed was deposited during a sharp and short regressive phase of the dominantly marine-influenced Lower El Molino at a time when deposition rates for the El Molino were highest. The channel sands derive from a large northeasterly draining river system,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,"bulk,surface (float),sieve,field collection",,some macrofossils,,,"Marshall, Gayet and Meunier","1989, 1994","Museo de Historia Natural de Cochabamba, Cochabamba, Bolivia (MHNC) collection","The fossil remains found at Pajcha Pata are mostly vertebrates. Nevertheless, a small number of invertebrates and plants have been recovered. They are generally very small and poorly preserved. There are gastropods (internal casts that seem identical to those found at Vila Vila21 and Tiupampa28), and Bryozoa. The flora is composed of charophytes. Some fish taxa (Gasteroclupea, Atherinomorpha), already reported at Pajcha Pata ( [Gayet, 1991] and [Gayet et al., 1991]) do not come from the main level but are from the area that includes this locality discussed in this paper. Consequently, they are not discussed in this present work.",freshwater,,actively mobile,,,,,,hydroxyapatite,,,,vertebrate,"M. Gayet, L. G. Marshall, and T. Sempere, F. J. Meunier, H. Capetta, J. -C. Rage. 2001. Middle Maastrichtian vertebrates (fishes, amphibians, dinosaurs and other reptiles, mammals) from Pajcha Pata (Bolivia). Biostratigraphic, palaeoecologic and palaeobiogeographic implications. Palaeogeography, Palaeoclimatology, Palaeoecology 169(1-2):39-68"
1011276,occ,,,12855,Siluriformes indet.,order,35487,,Siluriformes,,order,35487,Maastrichtian,,72.1,66,Gayet et al.,2001,39674,Chordata,Actinopteri,Siluriformes,,,,,,,-65.449997,-17.855556,Pajcha Pata,,Pajchapata,BO,Cochabamba,,based on nearby landmark,seconds,outcrop,"About 40 km SE of Cochabamba, 1 km NE of Pajcha Pata, midway along Cliza-Anzaldo Road",gp_mid,-46.94,-18.88,201,BO,,El Molino,,,member,,,,,,,,"The fossils described in this paper occur about 30 m above the base of the El Molino Formation. This is in the base of the upper part of the Lower Member of the El Molino Formation\r\n\r\nBased on a detailed study of the magnetostratigraphy of the El Molino Formation at the La Palca stratotype section near Potos, and applying sequence stratigraphic methods for correlating with the Pajcha Pata section, the fossil bed is 68.4 Ma (Sempere et al., 1997, following the time scale of [Cande and Kent, 1992] and [Cande and Kent, 1995]).","The fossiliferous unit is about 3-m thick, and consists of red to yellow, fine- to medium-grained sandstone.The bed represents a broad channel that can be followed for about 2 km to the northeast of Pajcha Pata.",sandstone,"fine,medium,red,yellow",,,Y,,,,,,estuary/bay,,The bed was deposited during a sharp and short regressive phase of the dominantly marine-influenced Lower El Molino at a time when deposition rates for the El Molino were highest. The channel sands derive from a large northeasterly draining river system,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,"bulk,surface (float),sieve,field collection",,some macrofossils,,,"Marshall, Gayet and Meunier","1989, 1994","Museo de Historia Natural de Cochabamba, Cochabamba, Bolivia (MHNC) collection","The fossil remains found at Pajcha Pata are mostly vertebrates. Nevertheless, a small number of invertebrates and plants have been recovered. They are generally very small and poorly preserved. There are gastropods (internal casts that seem identical to those found at Vila Vila21 and Tiupampa28), and Bryozoa. The flora is composed of charophytes. Some fish taxa (Gasteroclupea, Atherinomorpha), already reported at Pajcha Pata ( [Gayet, 1991] and [Gayet et al., 1991]) do not come from the main level but are from the area that includes this locality discussed in this paper. Consequently, they are not discussed in this present work.",freshwater,,actively mobile,nektobenthic,,carnivore,,,hydroxyapatite,,,,vertebrate,"M. Gayet, L. G. Marshall, and T. Sempere, F. J. Meunier, H. Capetta, J. -C. Rage. 2001. Middle Maastrichtian vertebrates (fishes, amphibians, dinosaurs and other reptiles, mammals) from Pajcha Pata (Bolivia). Biostratigraphic, palaeoecologic and palaeobiogeographic implications. Palaeogeography, Palaeoclimatology, Palaeoecology 169(1-2):39-68"
1011277,occ,,,12855,Enchodus sp.,genus,35564,,Enchodus,,genus,35564,Maastrichtian,,72.1,66,Gayet et al.,2001,39674,Chordata,Actinopteri,Salmoniformes,Enchodontidae,Enchodus,,,,,-65.449997,-17.855556,Pajcha Pata,,Pajchapata,BO,Cochabamba,,based on nearby landmark,seconds,outcrop,"About 40 km SE of Cochabamba, 1 km NE of Pajcha Pata, midway along Cliza-Anzaldo Road",gp_mid,-46.94,-18.88,201,BO,,El Molino,,,member,,,,,,,,"The fossils described in this paper occur about 30 m above the base of the El Molino Formation. This is in the base of the upper part of the Lower Member of the El Molino Formation\r\n\r\nBased on a detailed study of the magnetostratigraphy of the El Molino Formation at the La Palca stratotype section near Potos, and applying sequence stratigraphic methods for correlating with the Pajcha Pata section, the fossil bed is 68.4 Ma (Sempere et al., 1997, following the time scale of [Cande and Kent, 1992] and [Cande and Kent, 1995]).","The fossiliferous unit is about 3-m thick, and consists of red to yellow, fine- to medium-grained sandstone.The bed represents a broad channel that can be followed for about 2 km to the northeast of Pajcha Pata.",sandstone,"fine,medium,red,yellow",,,Y,,,,,,estuary/bay,,The bed was deposited during a sharp and short regressive phase of the dominantly marine-influenced Lower El Molino at a time when deposition rates for the El Molino were highest. The channel sands derive from a large northeasterly draining river system,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,"bulk,surface (float),sieve,field collection",,some macrofossils,,,"Marshall, Gayet and Meunier","1989, 1994","Museo de Historia Natural de Cochabamba, Cochabamba, Bolivia (MHNC) collection","The fossil remains found at Pajcha Pata are mostly vertebrates. Nevertheless, a small number of invertebrates and plants have been recovered. They are generally very small and poorly preserved. There are gastropods (internal casts that seem identical to those found at Vila Vila21 and Tiupampa28), and Bryozoa. The flora is composed of charophytes. Some fish taxa (Gasteroclupea, Atherinomorpha), already reported at Pajcha Pata ( [Gayet, 1991] and [Gayet et al., 1991]) do not come from the main level but are from the area that includes this locality discussed in this paper. Consequently, they are not discussed in this present work.",,,actively mobile,nektonic,,carnivore,,,hydroxyapatite,,,,vertebrate,"M. Gayet, L. G. Marshall, and T. Sempere, F. J. Meunier, H. Capetta, J. -C. Rage. 2001. Middle Maastrichtian vertebrates (fishes, amphibians, dinosaurs and other reptiles, mammals) from Pajcha Pata (Bolivia). Biostratigraphic, palaeoecologic and palaeobiogeographic implications. Palaeogeography, Palaeoclimatology, Palaeoecology 169(1-2):39-68"
1015438,occ,,,124311,Belonostomus longirostris,species,69082,,Belonostomus longirostris,,species,69081,Late Maastrichtian,,70.6,66,Brito and Suarez,2003,40071,Chordata,Actinopteri,Pachycormiformes,Pachycormidae,Belonostomus,,,3,specimens,-71.650002,-33.516666,Algarrobo,,Belonostomus fragments locality,CL,ValparaÌ_so,,stated in text,minutes,,"from Algarrobo, south of ValparaÌ_so, Chile (33å¡31'S-71å¡39'W, text-Fig. 1)",gp_mid,-56.9,-33.19,291,CL,,Quiriquina,,,,,,,,,,,,"a series of fine sandstone and conglomerates of pebbles, cobbles and boulders which rest unconformably on granitic rocks",sandstone,,,conglomeratic,,,,,,,marine indet.,,,macrofossils,none,none,partial skulls,,,,"two 'rostrum' fragments (e.g., premaxillae) and a predentary",body,,,,,,,,,,,,,paleoecologic,,SGOPV,some macrofossils,,,Mario E. Suarez,,"The Algarrobo locality was discovered in 1866 by Landbeck, who made the first collection of fossil material from this site for the Museo Nacional de Historia Natural of Chile in Santiago.","The fossils from this locality represent a typical Late Cretaceous marine assemblage with numerous invertebrates (Tavera, 1980) and vertebrates, including chondrichthyan (e.g., squatinids, orectolobiformes, odontaspidids, sclerorhynchids, palaeospinacids and holocephalian...and vertebrates (osteichthyans and plesiosaurs",,,actively mobile,nektonic,,carnivore,,,hydroxyapatite,,,,vertebrate,"P. M. Brito and M. E. Suarez. 2003. Late Cretaceous Belonostomus (Pisces, Actinopterygii, Aspidorhynchidae) from Algarrobo, Chile, with comments on aspidorhynchid paleodistribution in South America. Revista GeolÌ_gica de Chile 30(1):117-127"
146068,occ,,,12855,n. gen. Noterpeton n. sp. bolivianum,species,134849,,Noterpeton bolivianum,,species,134849,Maastrichtian,,72.1,66,Rage et al.,1993,4284,Chordata,Amphibia,Caudata,Sirenidae,Noterpeton,,,38,specimens,-65.449997,-17.855556,Pajcha Pata,,Pajchapata,BO,Cochabamba,,based on nearby landmark,seconds,outcrop,"About 40 km SE of Cochabamba, 1 km NE of Pajcha Pata, midway along Cliza-Anzaldo Road",gp_mid,-46.94,-18.88,201,BO,,El Molino,,,member,,,,,,,,"The fossils described in this paper occur about 30 m above the base of the El Molino Formation. This is in the base of the upper part of the Lower Member of the El Molino Formation\r\n\r\nBased on a detailed study of the magnetostratigraphy of the El Molino Formation at the La Palca stratotype section near Potos, and applying sequence stratigraphic methods for correlating with the Pajcha Pata section, the fossil bed is 68.4 Ma (Sempere et al., 1997, following the time scale of [Cande and Kent, 1992] and [Cande and Kent, 1995]).","The fossiliferous unit is about 3-m thick, and consists of red to yellow, fine- to medium-grained sandstone.The bed represents a broad channel that can be followed for about 2 km to the northeast of Pajcha Pata.",sandstone,"fine,medium,red,yellow",,,Y,,,,,,estuary/bay,,The bed was deposited during a sharp and short regressive phase of the dominantly marine-influenced Lower El Molino at a time when deposition rates for the El Molino were highest. The channel sands derive from a large northeasterly draining river system,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,"bulk,surface (float),sieve,field collection",,some macrofossils,,,"Marshall, Gayet and Meunier","1989, 1994","Museo de Historia Natural de Cochabamba, Cochabamba, Bolivia (MHNC) collection","The fossil remains found at Pajcha Pata are mostly vertebrates. Nevertheless, a small number of invertebrates and plants have been recovered. They are generally very small and poorly preserved. There are gastropods (internal casts that seem identical to those found at Vila Vila21 and Tiupampa28), and Bryozoa. The flora is composed of charophytes. Some fish taxa (Gasteroclupea, Atherinomorpha), already reported at Pajcha Pata ( [Gayet, 1991] and [Gayet et al., 1991]) do not come from the main level but are from the area that includes this locality discussed in this paper. Consequently, they are not discussed in this present work.","brackish,freshwater,terrestrial",,actively mobile,,,,dispersal=water,,hydroxyapatite,,,,vertebrate,"J. -C. Rage, L.G. Marshall, and M. Gayet. 1993. Enigmatic Caudata (Amphibia) from the Upper Cretaceous of Gondwana. GÌ©obios 26(5):515-519"
146078,occ,,,12855,Anura indet.,order,37422,,Anura,,order,97112,Maastrichtian,,72.1,66,Gayet et al.,1991,19317,Chordata,Amphibia,Anura,,,,,,,-65.449997,-17.855556,Pajcha Pata,,Pajchapata,BO,Cochabamba,,based on nearby landmark,seconds,outcrop,"About 40 km SE of Cochabamba, 1 km NE of Pajcha Pata, midway along Cliza-Anzaldo Road",gp_mid,-46.94,-18.88,201,BO,,El Molino,,,member,,,,,,,,"The fossils described in this paper occur about 30 m above the base of the El Molino Formation. This is in the base of the upper part of the Lower Member of the El Molino Formation\r\n\r\nBased on a detailed study of the magnetostratigraphy of the El Molino Formation at the La Palca stratotype section near Potos, and applying sequence stratigraphic methods for correlating with the Pajcha Pata section, the fossil bed is 68.4 Ma (Sempere et al., 1997, following the time scale of [Cande and Kent, 1992] and [Cande and Kent, 1995]).","The fossiliferous unit is about 3-m thick, and consists of red to yellow, fine- to medium-grained sandstone.The bed represents a broad channel that can be followed for about 2 km to the northeast of Pajcha Pata.",sandstone,"fine,medium,red,yellow",,,Y,,,,,,estuary/bay,,The bed was deposited during a sharp and short regressive phase of the dominantly marine-influenced Lower El Molino at a time when deposition rates for the El Molino were highest. The channel sands derive from a large northeasterly draining river system,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,"bulk,surface (float),sieve,field collection",,some macrofossils,,,"Marshall, Gayet and Meunier","1989, 1994","Museo de Historia Natural de Cochabamba, Cochabamba, Bolivia (MHNC) collection","The fossil remains found at Pajcha Pata are mostly vertebrates. Nevertheless, a small number of invertebrates and plants have been recovered. They are generally very small and poorly preserved. There are gastropods (internal casts that seem identical to those found at Vila Vila21 and Tiupampa28), and Bryozoa. The flora is composed of charophytes. Some fish taxa (Gasteroclupea, Atherinomorpha), already reported at Pajcha Pata ( [Gayet, 1991] and [Gayet et al., 1991]) do not come from the main level but are from the area that includes this locality discussed in this paper. Consequently, they are not discussed in this present work.","brackish,freshwater,terrestrial",,actively mobile,,,,dispersal=water,,hydroxyapatite,,,,vertebrate,"M. Gayet, L. G. Marshall, and T. Sempere. 1991. The Mesozoic and Paleocene vertebrates of Bolivia and their stratigraphic context: a review. In R. Suarez-Soruco (ed.), Fosiles y Facies de Bolivia. Volumen 1‰ÛÓVertebrados. Revista TÌ©cnica de YPFB 12(3-4):393-433"
1011282,occ,,,12855,Gymnophiona indet.,order,37332,,Gymnophiona,,order,37332,Maastrichtian,,72.1,66,Gayet et al.,2001,39674,Chordata,Amphibia,Gymnophiona,,,,,7,specimens,-65.449997,-17.855556,Pajcha Pata,,Pajchapata,BO,Cochabamba,,based on nearby landmark,seconds,outcrop,"About 40 km SE of Cochabamba, 1 km NE of Pajcha Pata, midway along Cliza-Anzaldo Road",gp_mid,-46.94,-18.88,201,BO,,El Molino,,,member,,,,,,,,"The fossils described in this paper occur about 30 m above the base of the El Molino Formation. This is in the base of the upper part of the Lower Member of the El Molino Formation\r\n\r\nBased on a detailed study of the magnetostratigraphy of the El Molino Formation at the La Palca stratotype section near Potos, and applying sequence stratigraphic methods for correlating with the Pajcha Pata section, the fossil bed is 68.4 Ma (Sempere et al., 1997, following the time scale of [Cande and Kent, 1992] and [Cande and Kent, 1995]).","The fossiliferous unit is about 3-m thick, and consists of red to yellow, fine- to medium-grained sandstone.The bed represents a broad channel that can be followed for about 2 km to the northeast of Pajcha Pata.",sandstone,"fine,medium,red,yellow",,,Y,,,,,,estuary/bay,,The bed was deposited during a sharp and short regressive phase of the dominantly marine-influenced Lower El Molino at a time when deposition rates for the El Molino were highest. The channel sands derive from a large northeasterly draining river system,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,"bulk,surface (float),sieve,field collection",,some macrofossils,,,"Marshall, Gayet and Meunier","1989, 1994","Museo de Historia Natural de Cochabamba, Cochabamba, Bolivia (MHNC) collection","The fossil remains found at Pajcha Pata are mostly vertebrates. Nevertheless, a small number of invertebrates and plants have been recovered. They are generally very small and poorly preserved. There are gastropods (internal casts that seem identical to those found at Vila Vila21 and Tiupampa28), and Bryozoa. The flora is composed of charophytes. Some fish taxa (Gasteroclupea, Atherinomorpha), already reported at Pajcha Pata ( [Gayet, 1991] and [Gayet et al., 1991]) do not come from the main level but are from the area that includes this locality discussed in this paper. Consequently, they are not discussed in this present work.","brackish,freshwater,terrestrial",,actively mobile,,,,dispersal=water,,hydroxyapatite,,,,vertebrate,"M. Gayet, L. G. Marshall, and T. Sempere, F. J. Meunier, H. Capetta, J. -C. Rage. 2001. Middle Maastrichtian vertebrates (fishes, amphibians, dinosaurs and other reptiles, mammals) from Pajcha Pata (Bolivia). Biostratigraphic, palaeoecologic and palaeobiogeographic implications. Palaeogeography, Palaeoclimatology, Palaeoecology 169(1-2):39-68"
148510,occ,21292,,13106,Gaviiformes indet.,order,39706,,Gaviiformes,,order,39706,Late Maastrichtian,,70.6,66,Hope,2002,29037,Chordata,Aves,Gaviiformes,,,,,,,-56.75,-64.283333,Lopez de Bertodano plesiosaurs,,,AA,,,based on nearby landmark,minutes,local area,southern two thirds of Seymour Island.,gp_mid,-70.67,-59.34,803,AA,,Lopez de Bertodano,,,member,'molluscan units',,,,,,,formation divided into 10 informal units; bottom six are <i>Rotularia</i> units lacking macrofossils; top four are molluscan units with macrofossils including vertebrates\r\nLopez de Bertodano Formation is approximately Late Maastrichtian according to Crame et al. (2004).,loosely consolidated sandy siltstones intercalated with calcareous concretions and that is all it says,siltstone,concretionary,poorly lithified,sandy,Y,"""carbonate""",,lithified,,Y,marine indet.,,part of nearshore marine and coastal-deltaic series within transgressive-regressive cycle,"macrofossils,mesofossils,microfossils",,,,,,,,"body,concretion",,parautochthonous,,,dispersed,,,,,,,not much,taxonomic,"selective quarrying,chemical,mechanical,field collection",,"all microfossils,some macrofossils,difficult macrofossils",8 specimens,,,,,,terrestrial,,actively mobile,ground dwelling,,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",hydroxyapatite,compact or dense,,,vertebrate,"S. Hope. 2002. The Mesozoic radiation of Neornithes.  In L. M. Chiappe and  L. M. Witmer (eds.), Mesozoic Birds: Above the Heads of Dinosaurs. University of California Press, Berkeley "
150155,occ,,,13309,n. gen. Neogaeornis n. sp. wetzeli,species,53321,,Neogaeornis wetzeli,,species,53321,Late Maastrichtian,,70.6,66,Lambrecht,1929,6052,Chordata,Aves,Gaviiformes,,Neogaeornis,,,1,specimens,-73.116669,-36.716667,"west end, BahÌ_a San Vicente",,Talcahuano,CL,ConcepcÌ_on,,based on nearby landmark,minutes,small collection,"""in the west end of San Vicente Bay, southwest of Talcahuano"" (Chiappe 1991) or ""Cliff at west end of BahÌ_a San Vicente, on the southern point of PenÌ_nsula Tumbes"" (Olson 1992)",gp_mid,-59.18,-36.05,291,CL,,Quiriquina,Arauco,,group of beds,,,,,,,,,"""mixed conglomerates, coquina, and sandstones""","""mixed carbonate-siliciclastic""",,,,Y,,,,,,transition zone/lower shoreface,,"""thick intertidal to offshore marine unit""","macrofossils,mesofossils",,some,,,,,,body,,parautochthonous,,,,,,,,,,,taxonomic,"field collection,survey of museum collection",,,,,W. Wetzel,1923‰ÛÒ1924,,tarsometatarsus,terrestrial,,actively mobile,ground dwelling,,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",hydroxyapatite,compact or dense,,,vertebrate,"K. Lambrecht. 1929. Neogaeornis wetzeli, n. g., n. s., der erste Kreidevogel der sÌ_dlichen HemisphÌ_re [Neogaeornis wetzeli n. g. n. sp. the first Cretaceous bird from the Southern Hemisphere]. PalÌ_ontologische Zeitschrift 11:121-128"
